Id,Disease
3747,Iris Diseases
3748,Soft Tissue Injuries
3749,Maxillofacial Abnormalities
3750,Focal Dermal Hypoplasia
3751,Chromosome Fragility
3752,Pelizaeus-Merzbacher Disease
3753,Propionic Acidemia
3754,"Myopia, Degenerative"
3755,Helicobacter Infections
3756,Cross Infection
3757,Cranial Nerve Diseases
3758,Tricuspid Valve Insufficiency
3759,Munchausen Syndrome
3760,Puerperal Infection
3761,Lung Abscess
3762,Erythema Infectiosum
3763,"Hand, Foot and Mouth Disease"
3764,"Hemangioma, Cavernous"
3765,Mediastinal Emphysema
3766,Urethral Obstruction
3767,Pelger-Huet Anomaly
3768,Eosinophilic Granuloma
3769,Byssinosis
3770,Reperfusion Injury
3771,"Granuloma, Laryngeal"
3772,Pulmonary Subvalvular Stenosis
3773,Kidney Cortex Necrosis
3774,Uterine Cervicitis
3775,"Pregnancy Complications, Neoplastic"
3776,Abruptio Placentae
3777,"Sexually Transmitted Diseases, Viral"
3778,Sebaceous Gland Neoplasms
3779,"Tachycardia, Atrioventricular Nodal Reentry"
3780,Blepharospasm
3781,Somatostatinoma
3782,"Sweating, Gustatory"
3783,Multiple Carboxylase Deficiency
3784,Cholecystolithiasis
3785,Jaw Abnormalities
3786,"Cardiomyopathy, Restrictive"
3787,"Alexia, Pure"
3788,Lichen Nitidus
3789,"Pancreatitis, Alcoholic"
3790,Arcus Senilis
3791,Corneal Endothelial Cell Loss
3792,Out-of-Hospital Cardiac Arrest
3793,"Scleroderma, Systemic"
3794,Genomic Instability
3795,"Malaria, Falciparum"
3796,Apraxias
3797,"Peritonitis, Tuberculous"
3798,Mansonelliasis
3799,"Trypanosomiasis, Bovine"
3800,Ear Neoplasms
3801,Hypergammaglobulinemia
3802,"Ectodermal Dysplasia 1, Anhidrotic"
3803,Dislocations
3804,"Cholestasis, Intrahepatic"
3805,Mutism
3806,Farmer's Lung
3807,Epistaxis
3808,HELLP Syndrome
3809,"Obesity, Abdominal"
3810,Peutz-Jeghers Syndrome
3811,"Fluorosis, Dental"
3812,Flatfoot
3813,Leg Length Inequality
3814,Fused Teeth
3815,"Neoplasms, Basal Cell"
3816,Choline Deficiency
3817,Cephalopelvic Disproportion
3818,Seminoma
3819,Autolysis
3820,Pain
3821,Inflammation
3822,Botulism
3823,Trematode Infections
3824,"Neoplasm Recurrence, Local"
3825,Bradycardia
3826,Tachycardia
3827,Sick Building Syndrome
3828,Malignant Hyperthermia
3829,Trench Fever
3830,Rickettsia Infections
3831,"Tuberculosis, Male Genital"
3832,AIDS-Related Opportunistic Infections
3833,Abdominal Neoplasms
3834,"Cell Transformation, Viral"
3835,Epiglottitis
3836,Cryptorchidism
3837,Thromboembolism
3838,"Thrombocythemia, Essential"
3839,Uterine Cervical Diseases
3840,Plant Poisoning
3841,Varicose Ulcer
3842,Common Variable Immunodeficiency
3843,Sezary Syndrome
3844,Jaw Diseases
3845,"Onchocerciasis, Ocular"
3846,"Infarction, Posterior Cerebral Artery"
3847,Sphingolipidoses
3848,Galactorrhea
3849,Amelogenesis Imperfecta
3850,"Neoplasms, Gonadal Tissue"
3851,Cerebral Ventriculitis
3852,Nephrosis
3853,Dysplastic Nevus Syndrome
3854,Rhinoscleroma
3855,"Leiomyoma, Epithelioid"
3856,"Neuroectodermal Tumor, Melanotic"
3857,"Jaw, Edentulous, Partially"
3858,Adrenal Cortex Diseases
3859,Amyloidosis
3860,Corynebacterium Infections
3861,Communicable Diseases
3862,Louping Ill
3863,Pituitary Diseases
3864,Conjunctivitis
3865,"Abortion, Veterinary"
3866,Ventricular Flutter
3867,Iliac Aneurysm
3868,Erdheim-Chester Disease
3869,Acid-Base Imbalance
3870,POEMS Syndrome
3871,Cystadenoma
3872,Pneumocephalus
3873,Sclerosis
3874,Joint Loose Bodies
3875,Lordosis
3876,Diphyllobothriasis
3877,Pyruvate Dehydrogenase Complex Deficiency Disease
3878,Frontal Sinusitis
3879,"Bites, Human"
3880,"Anticipation, Genetic"
3881,"Eye Infections, Bacterial"
3882,Cat-Scratch Disease
3883,"Salmonella Infections, Animal"
3884,"Leprosy, Lepromatous"
3885,"Pneumonia, Ventilator-Associated"
3886,Endophthalmitis
3887,Tumor Virus Infections
3888,Anisakiasis
3889,"Cholecystitis, Acute"
3890,"Abnormalities, Drug-Induced"
3891,Hemothorax
3892,"Mercury Poisoning, Nervous System"
3893,"Nephritis, Hereditary"
3894,"Epilepsy, Partial, Motor"
3895,Dental Fissures
3896,"Intracranial Hemorrhage, Hypertensive"
3897,Refsum Disease
3898,Calcium Metabolism Disorders
3899,Hypoalphalipoproteinemias
3900,Ureterolithiasis
3901,Discitis
3902,Neurilemmoma
3903,Esophageal Neoplasms
3904,"Colitis, Ulcerative"
3905,Exanthema
3906,Chlamydia Infections
3907,"Leprosy, Borderline"
3908,"Pneumonia, Pneumococcal"
3909,"Carcinoma, Ductal, Breast"
3910,Papilloma
3911,Guillain-Barre Syndrome
3912,Urinary Incontinence
3913,Hemoglobin SC Disease
3914,Glycogen Storage Disease Type V
3915,"Lupus Erythematosus, Discoid"
3916,Paroxysmal Hemicrania
3917,Tympanic Membrane Perforation
3918,Ganglion Cysts
3919,Morning Sickness
3920,Binge-Eating Disorder
3921,Glycogen Storage Disease Type IV
3922,Bernard-Soulier Syndrome
3923,Pyonephrosis
3924,Morbillivirus Infections
3925,Ischemia
3926,Chlamydophila Infections
3927,Haemophilus Infections
3928,"Typhus, Epidemic Louse-Borne"
3929,Erysipelas
3930,Periostitis
3931,Soft Tissue Infections
3932,Kaposi Varicelliform Eruption
3933,Lumpy Skin Disease
3934,"Hemorrhagic Fever, American"
3935,Respiratory Tract Fistula
3936,Fabry Disease
3937,"Pain Insensitivity, Congenital"
3938,Hypoparathyroidism
3939,"Sexually Transmitted Diseases, Bacterial"
3940,Pulmonary Blastoma
3941,Tenosynovitis
3942,Submandibular Gland Diseases
3943,"Hypoxia, Brain"
3944,Facial Nerve Diseases
3945,Exophthalmos
3946,Hyperuricemia
3947,Intestinal Perforation
3948,Paraplegia
3949,Eye Abnormalities
3950,Hyperlipoproteinemia Type IV
3951,Lymphomatoid Papulosis
3952,"Fractures, Spontaneous"
3953,Osteomalacia
3954,"Optic Atrophy, Hereditary, Leber"
3955,Enophthalmos
3956,Heavy Chain Disease
3957,"Schizophrenia, Paranoid"
3958,Melkersson-Rosenthal Syndrome
3959,Testicular Hydrocele
3960,Myoclonic Cerebellar Dyssynergia
3961,Milk Sickness
3962,"Hematoma, Subdural, Acute"
3963,Femoracetabular Impingement
3964,Epilepsia Partialis Continua
3965,Delayed Emergence from Anesthesia
3966,"Carcinoma, Intraductal, Noninfiltrating"
3967,"Hypersomnolence, Idiopathic"
3968,"Albinism, Ocular"
3969,Gingival Pocket
3970,Uterine Cervical Erosion
3971,Biotinidase Deficiency
3972,Duodenogastric Reflux
3973,Hidrocystoma
3974,Chorea Gravidarum
3975,Stomach Neoplasms
3976,Diplopia
3977,Mitral Valve Prolapse
3978,Superinfection
3979,"Pneumonia, Viral"
3980,Glioblastoma
3981,MPTP Poisoning
3982,"Dermatitis, Occupational"
3983,Orbital Diseases
3984,Foodborne Diseases
3985,Shaken Baby Syndrome
3986,"Neuroma, Acoustic"
3987,Thyroid Neoplasms
3988,Acute Lung Injury
3989,Hyperglycemic Hyperosmolar Nonketotic Coma
3990,Lithiasis
3991,LEOPARD Syndrome
3992,"Liver Diseases, Alcoholic"
3993,Female Urogenital Diseases
3994,Salivary Gland Neoplasms
3995,"Trauma, Nervous System"
3996,Swayback
3997,Insulinoma
3998,Retinitis Pigmentosa
3999,Choroidal Neovascularization
4000,"Ductus Arteriosus, Patent"
4001,Machado-Joseph Disease
4002,"Aphasia, Broca"
4003,Chondrodysplasia Punctata
4004,"Epilepsy, Partial, Sensory"
4005,Nephrogenic Fibrosing Dermopathy
4006,"Cardiomyopathy, Hypertrophic, Familial"
4007,"Lipodystrophy, Familial Partial"
4008,Dental Deposits
4009,"Plaque, Atherosclerotic"
4010,Choroideremia
4011,Hypertelorism
4012,Arachnidism
4013,Exhibitionism
4014,Scalp Dermatoses
4015,Ulnar Neuropathies
4016,Glomus Tympanicum Tumor
4017,"Leukemia, Myelomonocytic, Chronic"
4018,Typhlitis
4019,Pseudarthrosis
4020,Ichthyosis Vulgaris
4021,Urethral Stricture
4022,"Intracranial Hemorrhage, Traumatic"
4023,Gynatresia
4024,Hydranencephaly
4025,Ileitis
4026,Huntington Disease
4027,Varicocele
4028,Hypertriglyceridemia
4029,Dermoid Cyst
4030,Glioma
4031,Prostatic Neoplasms
4032,Cholecystitis
4033,"Sarcoidosis, Pulmonary"
4034,Blindness
4035,beta-Thalassemia
4036,Fructose Intolerance
4037,"Thyroiditis, Autoimmune"
4038,Hematoma
4039,Retropharyngeal Abscess
4040,"Encephalitis, Varicella Zoster"
4041,Roseolovirus Infections
4042,Entamoebiasis
4043,Tuberous Sclerosis
4044,Reye Syndrome
4045,Arteriosclerosis Obliterans
4046,Dermatitis Herpetiformis
4047,Kartagener Syndrome
4048,Anophthalmos
4049,Failure to Thrive
4050,"Fractures, Closed"
4051,Dystonic Disorders
4052,"Heart Failure, Systolic"
4053,Endoleak
4054,Asperger Syndrome
4055,"Lipodystrophy, Congenital Generalized"
4056,Yin Deficiency
4057,Anomia
4058,Meniere Disease
4059,Macrocephaly
4060,Compulsive Personality Disorder
4061,"Aphasia, Wernicke"
4062,Dentigerous Cyst
4063,Tarlov Cysts
4064,Intracranial Arterial Diseases
4065,Hyperargininemia
4066,AIDS-Associated Nephropathy
4067,Osteoblastoma
4068,Endolymphatic Hydrops
4069,Dementia
4070,Vitiligo
4071,"Carcinoma, Squamous Cell"
4072,Gallstones
4073,Intestinal Diseases
4074,"Brain Damage, Chronic"
4075,Dry Eye Syndromes
4076,"Anemia, Hemolytic"
4077,Pasteurella Infections
4078,"Bronchiolitis, Viral"
4079,Classical Swine Fever
4080,Echovirus Infections
4081,Reoviridae Infections
4082,Intracranial Embolism and Thrombosis
4083,Pseudoxanthoma Elasticum
4084,Piebaldism
4085,"Neoplasms, Second Primary"
4086,Pulmonary Infarction
4087,Leukostasis
4088,Barotrauma
4089,Hematemesis
4090,Anthracosilicosis
4091,Tracheal Stenosis
4092,Heart Rupture
4093,"Sexual Dysfunction, Physiological"
4094,Spondylosis
4095,Vestibular Neuronitis
4096,"Adenoma, Sweat Gland"
4097,Kwashiorkor
4098,Jacobsen Distal 11q Deletion Syndrome
4099,Thrombasthenia
4100,"Abortion, Incomplete"
4101,Noma
4102,Factor XII Deficiency
4103,Tooth Fractures
4104,Cracked Tooth Syndrome
4105,Trichothiodystrophy Syndromes
4106,Hyperlipidemias
4107,Diphtheria
4108,Hepatitis B
4109,Dysgammaglobulinemia
4110,Porphyrias
4111,"Lupus Erythematosus, Systemic"
4112,Spondylitis
4113,Blastomycosis
4114,"Leukemia, Monocytic, Acute"
4115,Gigantism
4116,Rhabdomyolysis
4117,Hearing Disorders
4118,"Genital Diseases, Male"
4119,Sciatica
4120,SUNCT Syndrome
4121,Tonic Pupil
4122,Corneal Ulcer
4123,Pellagra
4124,Parasomnias
4125,Illusions
4126,Death
4127,Oroantral Fistula
4128,Cementoma
4129,Granulosa Cell Tumor
4130,Persistent Hyperplastic Primary Vitreous
4131,Optic Disk Drusen
4132,"Carcinoma, Skin Appendage"
4133,Wet Macular Degeneration
4134,Ancylostomiasis
4135,"Neoplasms, Multiple Primary"
4136,Erysipeloid
4137,Staphylococcal Scalded Skin Syndrome
4138,Surgical Wound Infection
4139,"Leukemia, Myelomonocytic, Acute"
4140,Deafness
4141,Intermittent Claudication
4142,Photosensitivity Disorders
4143,Prurigo
4144,Tendon Injuries
4145,Osteochondrodysplasias
4146,Catalepsy
4147,"Skin Diseases, Vascular"
4148,"Neoplasms, Fibrous Tissue"
4149,Gastrointestinal Stromal Tumors
4150,Glycogen Storage Disease Type II
4151,Melorheostosis
4152,Mikulicz' Disease
4153,Lacrimal Duct Obstruction
4154,Prenatal Exposure Delayed Effects
4155,Toothache
4156,Moyamoya Disease
4157,Hyperesthesia
4158,Luteoma
4159,Neuronal Migration Disorders
4160,Post-Concussion Syndrome
4161,Erythema Induratum
4162,Sex Cord-Gonadal Stromal Tumors
4163,Furcation Defects
4164,Cerebrovascular Disorders
4165,Histoplasmosis
4166,Cestode Infections
4167,"Liver Diseases, Parasitic"
4168,Hypopituitarism
4169,Movement Disorders
4170,Anemia
4171,Hyperthyroidism
4172,Carbon Monoxide Poisoning
4173,Burns
4174,Bacterial Infections
4175,Ehrlichiosis
4176,Opportunistic Infections
4177,Blastocystis Infections
4178,Angiomyolipoma
4179,Compartment Syndromes
4180,Gastrointestinal Hemorrhage
4181,Laryngitis
4182,Postpericardiotomy Syndrome
4183,Keratoacanthoma
4184,Acantholysis
4185,Stiff-Person Syndrome
4186,"Ecthyma, Contagious"
4187,Retinal Vein Occlusion
4188,Optic Nerve Neoplasms
4189,"Hyperlipidemia, Familial Combined"
4190,Ankle Injuries
4191,Fibroadenoma
4192,Hallux Valgus
4193,"Tooth, Unerupted"
4194,"Embolism, Amniotic Fluid"
4195,Hajdu-Cheney Syndrome
4196,Tooth Wear
4197,"Infertility, Male"
4198,Cystic Fibrosis
4199,Drug Eruptions
4200,"Tuberculosis, Female Genital"
4201,Alphavirus Infections
4202,Histiocytoma
4203,Choroid Diseases
4204,Arteritis
4205,Erythema Multiforme
4206,Immunologic Deficiency Syndromes
4207,Placenta Previa
4208,Warts
4209,Scabies
4210,"Epiphyses, Slipped"
4211,Double Outlet Right Ventricle
4212,Dyslipidemias
4213,Breech Presentation
4214,"Aphasia, Primary Progressive"
4215,Acatalasia
4216,Deaf-Blind Disorders
4217,Porokeratosis
4218,Denys-Drash Syndrome
4219,Granuloma Inguinale
